system,stratum_quantile,query,unit,window_index,method,step,value
building_energy,0.75,Appliances,Wh,88,timer_xl,22,81.84317779541016
building_energy,0.75,Appliances,Wh,88,timer_xl,23,77.29833984375
building_energy,0.75,Appliances,Wh,88,timer_xl,24,79.74320983886719
building_energy,0.25,Appliances,Wh,6,gtm,1,72.58903503417969
building_energy,0.25,Appliances,Wh,6,gtm,2,66.12649536132812
building_energy,0.25,Appliances,Wh,6,gtm,3,73.52764129638672
building_energy,0.25,Appliances,Wh,6,gtm,4,70.69001770019531
building_energy,0.25,Appliances,Wh,6,gtm,5,71.51376342773438
building_energy,0.25,Appliances,Wh,6,gtm,6,69.06183624267578
building_energy,0.25,Appliances,Wh,6,gtm,7,69.0682144165039
building_energy,0.25,Appliances,Wh,6,gtm,8,76.08415222167969
building_energy,0.25,Appliances,Wh,6,gtm,9,51.34072494506836
building_energy,0.25,Appliances,Wh,6,gtm,10,35.206573486328125
building_energy,0.25,Appliances,Wh,6,gtm,11,35.12908172607422
building_energy,0.25,Appliances,Wh,6,gtm,12,53.66543960571289
building_energy,0.25,Appliances,Wh,6,gtm,13,69.9325942993164
building_energy,0.25,Appliances,Wh,6,gtm,14,82.20999145507812
building_energy,0.25,Appliances,Wh,6,gtm,15,81.72650909423828
building_energy,0.25,Appliances,Wh,6,gtm,16,82.01912689208984
building_energy,0.25,Appliances,Wh,6,gtm,17,79.82887268066406
building_energy,0.25,Appliances,Wh,6,gtm,18,77.47889709472656
building_energy,0.25,Appliances,Wh,6,gtm,19,81.61572265625
building_energy,0.25,Appliances,Wh,6,gtm,20,79.1888198852539
building_energy,0.25,Appliances,Wh,6,gtm,21,101.83987426757812
building_energy,0.25,Appliances,Wh,6,gtm,22,103.9086685180664
building_energy,0.25,Appliances,Wh,6,gtm,23,102.3541030883789
building_energy,0.25,Appliances,Wh,6,gtm,24,112.16156768798828
building_energy,0.75,Appliances,Wh,88,gtm,1,106.52395629882812
building_energy,0.75,Appliances,Wh,88,gtm,2,101.31031799316406
building_energy,0.75,Appliances,Wh,88,gtm,3,98.86724090576172
building_energy,0.75,Appliances,Wh,88,gtm,4,97.45491027832031
building_energy,0.75,Appliances,Wh,88,gtm,5,89.62612915039062
building_energy,0.75,Appliances,Wh,88,gtm,6,78.44620513916016
building_energy,0.75,Appliances,Wh,88,gtm,7,74.47962951660156
building_energy,0.75,Appliances,Wh,88,gtm,8,83.74149322509766
building_energy,0.75,Appliances,Wh,88,gtm,9,83.98749542236328
building_energy,0.75,Appliances,Wh,88,gtm,10,80.96119689941406
building_energy,0.75,Appliances,Wh,88,gtm,11,80.78179931640625
building_energy,0.75,Appliances,Wh,88,gtm,12,82.20023345947266
building_energy,0.75,Appliances,Wh,88,gtm,13,79.04558563232422
building_energy,0.75,Appliances,Wh,88,gtm,14,74.00912475585938
building_energy,0.75,Appliances,Wh,88,gtm,15,72.4323959350586
building_energy,0.75,Appliances,Wh,88,gtm,16,71.96003723144531
building_energy,0.75,Appliances,Wh,88,gtm,17,74.91978454589844
building_energy,0.75,Appliances,Wh,88,gtm,18,69.60552978515625
building_energy,0.75,Appliances,Wh,88,gtm,19,69.50875854492188
building_energy,0.75,Appliances,Wh,88,gtm,20,67.69674682617188
building_energy,0.75,Appliances,Wh,88,gtm,21,56.315433502197266
building_energy,0.75,Appliances,Wh,88,gtm,22,56.59217834472656
building_energy,0.75,Appliances,Wh,88,gtm,23,58.05885314941406
building_energy,0.75,Appliances,Wh,88,gtm,24,53.75014877319336
building_energy,0.25,Appliances,Wh,6,cpiri,1,58.9290771484375
building_energy,0.25,Appliances,Wh,6,cpiri,2,59.96484375
building_energy,0.25,Appliances,Wh,6,cpiri,3,59.09751510620117
building_energy,0.25,Appliances,Wh,6,cpiri,4,59.3193244934082
building_energy,0.25,Appliances,Wh,6,cpiri,5,59.632781982421875
building_energy,0.25,Appliances,Wh,6,cpiri,6,60.56499481201172
building_energy,0.25,Appliances,Wh,6,cpiri,7,60.377899169921875
building_energy,0.25,Appliances,Wh,6,cpiri,8,60.926204681396484
building_energy,0.25,Appliances,Wh,6,cpiri,9,60.976470947265625
building_energy,0.25,Appliances,Wh,6,cpiri,10,61.125274658203125
building_energy,0.25,Appliances,Wh,6,cpiri,11,61.446678161621094
building_energy,0.25,Appliances,Wh,6,cpiri,12,60.761722564697266
building_energy,0.25,Appliances,Wh,6,cpiri,13,62.75559616088867
building_energy,0.25,Appliances,Wh,6,cpiri,14,62.736515045166016
building_energy,0.25,Appliances,Wh,6,cpiri,15,62.08272171020508
building_energy,0.25,Appliances,Wh,6,cpiri,16,62.5526237487793
building_energy,0.25,Appliances,Wh,6,cpiri,17,65.100341796875
building_energy,0.25,Appliances,Wh,6,cpiri,18,65.01492309570312
building_energy,0.25,Appliances,Wh,6,cpiri,19,63.93349838256836
building_energy,0.25,Appliances,Wh,6,cpiri,20,66.99844360351562
building_energy,0.25,Appliances,Wh,6,cpiri,21,67.71900939941406
building_energy,0.25,Appliances,Wh,6,cpiri,22,70.86060333251953
building_energy,0.25,Appliances,Wh,6,cpiri,23,63.993167877197266
building_energy,0.25,Appliances,Wh,6,cpiri,24,69.08074188232422
building_energy,0.75,Appliances,Wh,88,cpiri,1,96.20250701904297
building_energy,0.75,Appliances,Wh,88,cpiri,2,99.75366973876953
building_energy,0.75,Appliances,Wh,88,cpiri,3,98.35423278808594
building_energy,0.75,Appliances,Wh,88,cpiri,4,98.43392944335938
building_energy,0.75,Appliances,Wh,88,cpiri,5,97.11795043945312
building_energy,0.75,Appliances,Wh,88,cpiri,6,97.90105438232422
building_energy,0.75,Appliances,Wh,88,cpiri,7,98.5423583984375
building_energy,0.75,Appliances,Wh,88,cpiri,8,96.66793823242188
building_energy,0.75,Appliances,Wh,88,cpiri,9,94.03419494628906
building_energy,0.75,Appliances,Wh,88,cpiri,10,92.60076141357422
building_energy,0.75,Appliances,Wh,88,cpiri,11,92.26691436767578
building_energy,0.75,Appliances,Wh,88,cpiri,12,93.25627136230469
building_energy,0.75,Appliances,Wh,88,cpiri,13,94.8845443725586
building_energy,0.75,Appliances,Wh,88,cpiri,14,95.0689697265625
building_energy,0.75,Appliances,Wh,88,cpiri,15,95.04118347167969
building_energy,0.75,Appliances,Wh,88,cpiri,16,96.19715881347656
building_energy,0.75,Appliances,Wh,88,cpiri,17,96.34136962890625
building_energy,0.75,Appliances,Wh,88,cpiri,18,96.00592803955078
building_energy,0.75,Appliances,Wh,88,cpiri,19,94.08808135986328
building_energy,0.75,Appliances,Wh,88,cpiri,20,95.96479034423828
building_energy,0.75,Appliances,Wh,88,cpiri,21,96.5123062133789
building_energy,0.75,Appliances,Wh,88,cpiri,22,98.2184829711914
building_energy,0.75,Appliances,Wh,88,cpiri,23,95.19084167480469
building_energy,0.75,Appliances,Wh,88,cpiri,24,97.31725311279297
hydraulic,0.25,PS1,bar,191,observed,-95,77.82799530029297
hydraulic,0.25,PS1,bar,191,observed,-94,190.23876953125
hydraulic,0.25,PS1,bar,191,observed,-93,185.71359252929688
hydraulic,0.25,PS1,bar,191,observed,-92,194.51210021972656
hydraulic,0.25,PS1,bar,191,observed,-91,188.96324157714844
hydraulic,0.25,PS1,bar,191,observed,-90,192.5789031982422
hydraulic,0.25,PS1,bar,191,observed,-89,190.269287109375
hydraulic,0.25,PS1,bar,191,observed,-88,191.65267944335938
hydraulic,0.25,PS1,bar,191,observed,-87,190.86285400390625
hydraulic,0.25,PS1,bar,191,observed,-86,191.20474243164062
hydraulic,0.25,PS1,bar,191,observed,-85,191.09140014648438
hydraulic,0.25,PS1,bar,191,observed,-84,191.0648956298828
hydraulic,0.25,PS1,bar,191,observed,-83,191.0551300048828
hydraulic,0.25,PS1,bar,191,observed,-82,191.03529357910156
hydraulic,0.25,PS1,bar,191,observed,-81,191.08436584472656
hydraulic,0.25,PS1,bar,191,observed,-80,191.02655029296875
hydraulic,0.25,PS1,bar,191,observed,-79,191.124267578125
hydraulic,0.25,PS1,bar,191,observed,-78,190.92308044433594
hydraulic,0.25,PS1,bar,191,observed,-77,191.45166015625
hydraulic,0.25,PS1,bar,191,observed,-76,188.2298126220703
hydraulic,0.25,PS1,bar,191,observed,-75,157.72569274902344
hydraulic,0.25,PS1,bar,191,observed,-74,147.09112548828125
hydraulic,0.25,PS1,bar,191,observed,-73,146.57916259765625
hydraulic,0.25,PS1,bar,191,observed,-72,145.90821838378906
hydraulic,0.25,PS1,bar,191,observed,-71,146.0978546142578
hydraulic,0.25,PS1,bar,191,observed,-70,145.92274475097656
hydraulic,0.25,PS1,bar,191,observed,-69,145.95252990722656
hydraulic,0.25,PS1,bar,191,observed,-68,145.89227294921875
hydraulic,0.25,PS1,bar,191,observed,-67,145.8827362060547
hydraulic,0.25,PS1,bar,191,observed,-66,145.86044311523438
hydraulic,0.25,PS1,bar,191,observed,-65,145.92184448242188
hydraulic,0.25,PS1,bar,191,observed,-64,145.8587646484375
hydraulic,0.25,PS1,bar,191,observed,-63,145.9025115966797
hydraulic,0.25,PS1,bar,191,observed,-62,145.77664184570312
hydraulic,0.25,PS1,bar,191,observed,-61,145.90940856933594
hydraulic,0.25,PS1,bar,191,observed,-60,145.71563720703125
hydraulic,0.25,PS1,bar,191,observed,-59,146.00074768066406
hydraulic,0.25,PS1,bar,191,observed,-58,145.4296875
hydraulic,0.25,PS1,bar,191,observed,-57,147.73545837402344
hydraulic,0.25,PS1,bar,191,observed,-56,155.42808532714844
hydraulic,0.25,PS1,bar,191,observed,-55,155.4999542236328
hydraulic,0.25,PS1,bar,191,observed,-54,155.5225830078125
hydraulic,0.25,PS1,bar,191,observed,-53,155.47677612304688
hydraulic,0.25,PS1,bar,191,observed,-52,155.44390869140625
hydraulic,0.25,PS1,bar,191,observed,-51,155.42562866210938
hydraulic,0.25,PS1,bar,191,observed,-50,155.427490234375
hydraulic,0.25,PS1,bar,191,observed,-49,155.42481994628906
hydraulic,0.25,PS1,bar,191,observed,-48,155.41281127929688
hydraulic,0.25,PS1,bar,191,observed,-47,155.36856079101562
hydraulic,0.25,PS1,bar,191,observed,-46,155.3469696044922
hydraulic,0.25,PS1,bar,191,observed,-45,155.4062957763672
hydraulic,0.25,PS1,bar,191,observed,-44,155.40985107421875
hydraulic,0.25,PS1,bar,191,observed,-43,155.35435485839844
hydraulic,0.25,PS1,bar,191,observed,-42,155.30641174316406
hydraulic,0.25,PS1,bar,191,observed,-41,155.36692810058594
hydraulic,0.25,PS1,bar,191,observed,-40,155.19358825683594
hydraulic,0.25,PS1,bar,191,observed,-39,155.53631591796875
hydraulic,0.25,PS1,bar,191,observed,-38,154.89549255371094
hydraulic,0.25,PS1,bar,191,observed,-37,157.14712524414062
hydraulic,0.25,PS1,bar,191,observed,-36,165.1261749267578
hydraulic,0.25,PS1,bar,191,observed,-35,165.3706817626953
hydraulic,0.25,PS1,bar,191,observed,-34,165.42681884765625
hydraulic,0.25,PS1,bar,191,observed,-33,165.29061889648438
hydraulic,0.25,PS1,bar,191,observed,-32,165.31744384765625
hydraulic,0.25,PS1,bar,191,observed,-31,165.2483367919922
hydraulic,0.25,PS1,bar,191,observed,-30,165.3623809814453
hydraulic,0.25,PS1,bar,191,observed,-29,165.22280883789062
hydraulic,0.25,PS1,bar,191,observed,-28,165.2386474609375
hydraulic,0.25,PS1,bar,191,observed,-27,165.23675537109375
hydraulic,0.25,PS1,bar,191,observed,-26,165.1794891357422
hydraulic,0.25,PS1,bar,191,observed,-25,165.23178100585938
hydraulic,0.25,PS1,bar,191,observed,-24,165.20997619628906
hydraulic,0.25,PS1,bar,191,observed,-23,165.20375061035156
hydraulic,0.25,PS1,bar,191,observed,-22,165.28123474121094
hydraulic,0.25,PS1,bar,191,observed,-21,165.1487274169922
hydraulic,0.25,PS1,bar,191,observed,-20,165.3528594970703
hydraulic,0.25,PS1,bar,191,observed,-19,165.07943725585938
hydraulic,0.25,PS1,bar,191,observed,-18,165.47689819335938
hydraulic,0.25,PS1,bar,191,observed,-17,163.70254516601562
hydraulic,0.25,PS1,bar,191,observed,-16,156.59487915039062
hydraulic,0.25,PS1,bar,191,observed,-15,155.75323486328125
hydraulic,0.25,PS1,bar,191,observed,-14,155.69187927246094
hydraulic,0.25,PS1,bar,191,observed,-13,155.61280822753906
hydraulic,0.25,PS1,bar,191,observed,-12,155.4906005859375
hydraulic,0.25,PS1,bar,191,observed,-11,155.5337371826172
hydraulic,0.25,PS1,bar,191,observed,-10,155.54481506347656
hydraulic,0.25,PS1,bar,191,observed,-9,155.47134399414062
hydraulic,0.25,PS1,bar,191,observed,-8,155.43972778320312
hydraulic,0.25,PS1,bar,191,observed,-7,155.46652221679688
hydraulic,0.25,PS1,bar,191,observed,-6,155.53152465820312
hydraulic,0.25,PS1,bar,191,observed,-5,155.42369079589844
hydraulic,0.25,PS1,bar,191,observed,-4,155.37445068359375
hydraulic,0.25,PS1,bar,191,observed,-3,155.43614196777344
hydraulic,0.25,PS1,bar,191,observed,-2,155.4597625732422
hydraulic,0.25,PS1,bar,191,observed,-1,155.4408416748047
hydraulic,0.25,PS1,bar,191,observed,0,155.46011352539062
hydraulic,0.25,PS1,bar,191,observed,1,155.322509765625
hydraulic,0.25,PS1,bar,191,observed,2,155.5345458984375
hydraulic,0.25,PS1,bar,191,observed,3,154.67303466796875
hydraulic,0.25,PS1,bar,191,observed,4,151.4600372314453
hydraulic,0.25,PS1,bar,191,observed,5,151.02285766601562
hydraulic,0.25,PS1,bar,191,observed,6,150.90318298339844
hydraulic,0.25,PS1,bar,191,observed,7,150.86376953125
hydraulic,0.25,PS1,bar,191,observed,8,150.83859252929688
hydraulic,0.25,PS1,bar,191,observed,9,150.84716796875
hydraulic,0.25,PS1,bar,191,observed,10,150.81585693359375
hydraulic,0.25,PS1,bar,191,observed,11,150.78390502929688
hydraulic,0.25,PS1,bar,191,observed,12,150.75994873046875
hydraulic,0.25,PS1,bar,191,observed,13,150.73504638671875
hydraulic,0.25,PS1,bar,191,observed,14,150.70953369140625
hydraulic,0.25,PS1,bar,191,observed,15,150.77029418945312
hydraulic,0.25,PS1,bar,191,observed,16,150.9054718017578
hydraulic,0.25,PS1,bar,191,observed,17,150.48619079589844
hydraulic,0.25,PS1,bar,191,observed,18,151.45101928710938
hydraulic,0.25,PS1,bar,191,observed,19,149.7142791748047
hydraulic,0.25,PS1,bar,191,observed,20,152.5150909423828
hydraulic,0.25,PS1,bar,191,observed,21,148.16856384277344
hydraulic,0.25,PS1,bar,191,observed,22,154.8186798095703
hydraulic,0.25,PS1,bar,191,observed,23,144.09661865234375
hydraulic,0.25,PS1,bar,191,observed,24,163.8664093017578
hydraulic,0.25,PS1,bar,191,moirai,1,155.50013732910156
hydraulic,0.25,PS1,bar,191,moirai,2,155.52816772460938
hydraulic,0.25,PS1,bar,191,moirai,3,155.55783081054688
hydraulic,0.25,PS1,bar,191,moirai,4,155.52667236328125
hydraulic,0.25,PS1,bar,191,moirai,5,155.48953247070312
hydraulic,0.25,PS1,bar,191,moirai,6,155.4956512451172
hydraulic,0.25,PS1,bar,191,moirai,7,155.53131103515625
hydraulic,0.25,PS1,bar,191,moirai,8,155.5511932373047
hydraulic,0.25,PS1,bar,191,moirai,9,155.56912231445312
hydraulic,0.25,PS1,bar,191,moirai,10,155.57574462890625
hydraulic,0.25,PS1,bar,191,moirai,11,155.52008056640625
hydraulic,0.25,PS1,bar,191,moirai,12,155.5555877685547
hydraulic,0.25,PS1,bar,191,moirai,13,155.537841796875
hydraulic,0.25,PS1,bar,191,moirai,14,155.51492309570312
hydraulic,0.25,PS1,bar,191,moirai,15,155.5015869140625
hydraulic,0.25,PS1,bar,191,moirai,16,155.5100860595703
hydraulic,0.25,PS1,bar,191,moirai,17,155.1621856689453
hydraulic,0.25,PS1,bar,191,moirai,18,155.28424072265625
hydraulic,0.25,PS1,bar,191,moirai,19,155.20718383789062
hydraulic,0.25,PS1,bar,191,moirai,20,155.46620178222656
hydraulic,0.25,PS1,bar,191,moirai,21,155.1598358154297
hydraulic,0.25,PS1,bar,191,moirai,22,155.26275634765625
hydraulic,0.25,PS1,bar,191,moirai,23,155.24632263183594
hydraulic,0.25,PS1,bar,191,moirai,24,155.36349487304688
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,1,155.4693145751953
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,2,155.48333740234375
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,3,155.4981689453125
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,4,155.48257446289062
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,5,155.46401977539062
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,6,155.46707153320312
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,7,155.48489379882812
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,8,155.49484252929688
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,9,155.50381469726562
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,10,155.50711059570312
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,11,155.47927856445312
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,12,155.49703979492188
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,13,155.4881591796875
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,14,155.47671508789062
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,15,155.47003173828125
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,16,155.4742889404297
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,17,155.3003387451172
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,18,155.36135864257812
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,19,155.32284545898438
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,20,155.4523468017578
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,21,155.29916381835938
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,22,155.35061645507812
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,23,155.3424072265625
hydraulic,0.25,PS1,bar,191,gaugeformer_v13,24,155.4010009765625
hydraulic,0.75,PS1,bar,399,observed,-95,78.87230682373047
hydraulic,0.75,PS1,bar,399,observed,-94,194.4711456298828
hydraulic,0.75,PS1,bar,399,observed,-93,186.29083251953125
hydraulic,0.75,PS1,bar,399,observed,-92,194.98556518554688
hydraulic,0.75,PS1,bar,399,observed,-91,189.3075714111328
hydraulic,0.75,PS1,bar,399,observed,-90,192.85313415527344
hydraulic,0.75,PS1,bar,399,observed,-89,190.63739013671875
hydraulic,0.75,PS1,bar,399,observed,-88,192.00975036621094
hydraulic,0.75,PS1,bar,399,observed,-87,191.2491912841797
hydraulic,0.75,PS1,bar,399,observed,-86,191.58676147460938
hydraulic,0.75,PS1,bar,399,observed,-85,191.48265075683594
hydraulic,0.75,PS1,bar,399,observed,-84,191.45956420898438
hydraulic,0.75,PS1,bar,399,observed,-83,191.40469360351562
hydraulic,0.75,PS1,bar,399,observed,-82,191.50717163085938
hydraulic,0.75,PS1,bar,399,observed,-81,191.30206298828125
hydraulic,0.75,PS1,bar,399,observed,-80,191.63990783691406
hydraulic,0.75,PS1,bar,399,observed,-79,191.15919494628906
hydraulic,0.75,PS1,bar,399,observed,-78,191.92247009277344
hydraulic,0.75,PS1,bar,399,observed,-77,190.65383911132812
hydraulic,0.75,PS1,bar,399,observed,-76,192.6533966064453
hydraulic,0.75,PS1,bar,399,observed,-75,166.1228485107422
hydraulic,0.75,PS1,bar,399,observed,-74,147.36753845214844
hydraulic,0.75,PS1,bar,399,observed,-73,147.90708923339844
hydraulic,0.75,PS1,bar,399,observed,-72,146.41915893554688
hydraulic,0.75,PS1,bar,399,observed,-71,147.1822052001953
hydraulic,0.75,PS1,bar,399,observed,-70,146.64260864257812
hydraulic,0.75,PS1,bar,399,observed,-69,146.890380859375
hydraulic,0.75,PS1,bar,399,observed,-68,146.73358154296875
hydraulic,0.75,PS1,bar,399,observed,-67,146.7996063232422
hydraulic,0.75,PS1,bar,399,observed,-66,146.73110961914062
hydraulic,0.75,PS1,bar,399,observed,-65,146.76608276367188
hydraulic,0.75,PS1,bar,399,observed,-64,146.69873046875
hydraulic,0.75,PS1,bar,399,observed,-63,146.8578338623047
hydraulic,0.75,PS1,bar,399,observed,-62,146.68333435058594
hydraulic,0.75,PS1,bar,399,observed,-61,146.82142639160156
hydraulic,0.75,PS1,bar,399,observed,-60,146.5762176513672
hydraulic,0.75,PS1,bar,399,observed,-59,146.96597290039062
hydraulic,0.75,PS1,bar,399,observed,-58,146.36178588867188
hydraulic,0.75,PS1,bar,399,observed,-57,148.7249298095703
hydraulic,0.75,PS1,bar,399,observed,-56,156.5245361328125
hydraulic,0.75,PS1,bar,399,observed,-55,156.49819946289062
hydraulic,0.75,PS1,bar,399,observed,-54,156.58273315429688
hydraulic,0.75,PS1,bar,399,observed,-53,156.47325134277344
hydraulic,0.75,PS1,bar,399,observed,-52,156.57763671875
hydraulic,0.75,PS1,bar,399,observed,-51,156.53314208984375
hydraulic,0.75,PS1,bar,399,observed,-50,156.5172119140625
hydraulic,0.75,PS1,bar,399,observed,-49,156.49046325683594
hydraulic,0.75,PS1,bar,399,observed,-48,156.4812469482422
hydraulic,0.75,PS1,bar,399,observed,-47,156.4422149658203
hydraulic,0.75,PS1,bar,399,observed,-46,156.5171661376953
hydraulic,0.75,PS1,bar,399,observed,-45,156.4849395751953
hydraulic,0.75,PS1,bar,399,observed,-44,156.40228271484375
hydraulic,0.75,PS1,bar,399,observed,-43,156.4624481201172
hydraulic,0.75,PS1,bar,399,observed,-42,156.3929901123047
hydraulic,0.75,PS1,bar,399,observed,-41,156.51101684570312
hydraulic,0.75,PS1,bar,399,observed,-40,156.34361267089844
hydraulic,0.75,PS1,bar,399,observed,-39,156.66433715820312
hydraulic,0.75,PS1,bar,399,observed,-38,156.07496643066406
hydraulic,0.75,PS1,bar,399,observed,-37,158.17974853515625
hydraulic,0.75,PS1,bar,399,observed,-36,166.08920288085938
hydraulic,0.75,PS1,bar,399,observed,-35,166.4754180908203
hydraulic,0.75,PS1,bar,399,observed,-34,166.5123291015625
hydraulic,0.75,PS1,bar,399,observed,-33,166.28060913085938
hydraulic,0.75,PS1,bar,399,observed,-32,166.3703155517578
hydraulic,0.75,PS1,bar,399,observed,-31,166.38916015625
hydraulic,0.75,PS1,bar,399,observed,-30,166.29360961914062
hydraulic,0.75,PS1,bar,399,observed,-29,166.2869415283203
hydraulic,0.75,PS1,bar,399,observed,-28,166.28443908691406
hydraulic,0.75,PS1,bar,399,observed,-27,166.3291015625
hydraulic,0.75,PS1,bar,399,observed,-26,166.2736053466797
hydraulic,0.75,PS1,bar,399,observed,-25,166.25137329101562
hydraulic,0.75,PS1,bar,399,observed,-24,166.2423553466797
hydraulic,0.75,PS1,bar,399,observed,-23,166.1547393798828
hydraulic,0.75,PS1,bar,399,observed,-22,166.2185821533203
hydraulic,0.75,PS1,bar,399,observed,-21,166.13392639160156
hydraulic,0.75,PS1,bar,399,observed,-20,166.28335571289062
hydraulic,0.75,PS1,bar,399,observed,-19,165.9584197998047
hydraulic,0.75,PS1,bar,399,observed,-18,166.58901977539062
hydraulic,0.75,PS1,bar,399,observed,-17,164.52117919921875
hydraulic,0.75,PS1,bar,399,observed,-16,157.08338928222656
hydraulic,0.75,PS1,bar,399,observed,-15,156.62722778320312
hydraulic,0.75,PS1,bar,399,observed,-14,156.4059295654297
hydraulic,0.75,PS1,bar,399,observed,-13,156.4762725830078
hydraulic,0.75,PS1,bar,399,observed,-12,156.4580078125
hydraulic,0.75,PS1,bar,399,observed,-11,156.58016967773438
hydraulic,0.75,PS1,bar,399,observed,-10,156.5581512451172
hydraulic,0.75,PS1,bar,399,observed,-9,156.4628143310547
hydraulic,0.75,PS1,bar,399,observed,-8,156.48431396484375
hydraulic,0.75,PS1,bar,399,observed,-7,156.5417938232422
hydraulic,0.75,PS1,bar,399,observed,-6,156.439208984375
hydraulic,0.75,PS1,bar,399,observed,-5,156.41604614257812
hydraulic,0.75,PS1,bar,399,observed,-4,156.46157836914062
hydraulic,0.75,PS1,bar,399,observed,-3,156.4241180419922
hydraulic,0.75,PS1,bar,399,observed,-2,156.46560668945312
hydraulic,0.75,PS1,bar,399,observed,-1,156.47291564941406
hydraulic,0.75,PS1,bar,399,observed,0,156.54734802246094
hydraulic,0.75,PS1,bar,399,observed,1,156.41616821289062
hydraulic,0.75,PS1,bar,399,observed,2,156.6162567138672
hydraulic,0.75,PS1,bar,399,observed,3,155.78115844726562
hydraulic,0.75,PS1,bar,399,observed,4,152.26470947265625
hydraulic,0.75,PS1,bar,399,observed,5,151.9392852783203
hydraulic,0.75,PS1,bar,399,observed,6,151.79083251953125
hydraulic,0.75,PS1,bar,399,observed,7,151.85134887695312
hydraulic,0.75,PS1,bar,399,observed,8,151.7689666748047
hydraulic,0.75,PS1,bar,399,observed,9,151.78746032714844
hydraulic,0.75,PS1,bar,399,observed,10,151.7502899169922
hydraulic,0.75,PS1,bar,399,observed,11,151.75254821777344
hydraulic,0.75,PS1,bar,399,observed,12,151.7802734375
hydraulic,0.75,PS1,bar,399,observed,13,151.6787109375
hydraulic,0.75,PS1,bar,399,observed,14,151.6924285888672
hydraulic,0.75,PS1,bar,399,observed,15,151.63816833496094
hydraulic,0.75,PS1,bar,399,observed,16,151.8970184326172
hydraulic,0.75,PS1,bar,399,observed,17,151.4357452392578
hydraulic,0.75,PS1,bar,399,observed,18,152.37989807128906
hydraulic,0.75,PS1,bar,399,observed,19,150.6908416748047
hydraulic,0.75,PS1,bar,399,observed,20,153.3636016845703
hydraulic,0.75,PS1,bar,399,observed,21,149.13204956054688
hydraulic,0.75,PS1,bar,399,observed,22,155.76577758789062
hydraulic,0.75,PS1,bar,399,observed,23,144.9948272705078
hydraulic,0.75,PS1,bar,399,observed,24,164.90663146972656
hydraulic,0.75,PS1,bar,399,moirai,1,156.51495361328125
hydraulic,0.75,PS1,bar,399,moirai,2,156.565185546875
hydraulic,0.75,PS1,bar,399,moirai,3,156.57249450683594
hydraulic,0.75,PS1,bar,399,moirai,4,156.53884887695312
hydraulic,0.75,PS1,bar,399,moirai,5,156.50820922851562
hydraulic,0.75,PS1,bar,399,moirai,6,156.51356506347656
hydraulic,0.75,PS1,bar,399,moirai,7,156.5031280517578
hydraulic,0.75,PS1,bar,399,moirai,8,156.54653930664062
hydraulic,0.75,PS1,bar,399,moirai,9,156.5496063232422
hydraulic,0.75,PS1,bar,399,moirai,10,156.58482360839844
hydraulic,0.75,PS1,bar,399,moirai,11,156.54855346679688
hydraulic,0.75,PS1,bar,399,moirai,12,156.50872802734375
hydraulic,0.75,PS1,bar,399,moirai,13,156.4960174560547
hydraulic,0.75,PS1,bar,399,moirai,14,156.52700805664062
hydraulic,0.75,PS1,bar,399,moirai,15,156.5140380859375
hydraulic,0.75,PS1,bar,399,moirai,16,156.51986694335938
hydraulic,0.75,PS1,bar,399,moirai,17,156.27366638183594
hydraulic,0.75,PS1,bar,399,moirai,18,156.41041564941406
hydraulic,0.75,PS1,bar,399,moirai,19,156.4595489501953
hydraulic,0.75,PS1,bar,399,moirai,20,156.3441162109375
hydraulic,0.75,PS1,bar,399,moirai,21,156.44503784179688
hydraulic,0.75,PS1,bar,399,moirai,22,156.44395446777344
hydraulic,0.75,PS1,bar,399,moirai,23,156.55850219726562
hydraulic,0.75,PS1,bar,399,moirai,24,156.32809448242188
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,1,156.48927307128906
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,2,156.51438903808594
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,3,156.51803588867188
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,4,156.501220703125
